t,action,id,label,level,group
955,0,528-66,528-66,5,m-nodes
956,1,528-66,528-66,5,m-nodes
956,3,162,162,4,21
957,2,119,119,4,11
958,3,119,119,4,11
959,2,120,120,4,11
960,1,522,522,6,10
960,1,522-58,522-58,5,m-nodes
960,3,120,120,4,11
961,2,121,121,4,11
961,0,34-98,34-98,5,m-nodes
962,1,34-98,34-98,5,m-nodes
962,3,121,121,4,11
963,2,164,164,4,21
963,0,34-85,34-85,5,m-nodes
964,1,34-85,34-85,5,m-nodes
964,3,164,164,4,21
965,2,122,122,4,11
965,0,518-73,518-73,5,m-nodes
966,1,518-73,518-73,5,m-nodes
966,3,122,122,4,11
967,2,124,124,4,11
967,0,39-65,39-65,5,m-nodes
968,1,39-65,39-65,5,m-nodes
968,3,124,124,4,11
969,2,125,125,4,11
970,3,125,125,4,11
971,2,127,127,4,11
972,3,127,127,4,11
973,2,169,169,4,21
974,3,169,169,4,21
975,2,128,128,4,11
976,1,541,541,6,10
976,1,542,542,6,20
976,1,541-542,541-542,5,m-nodes
976,3,128,128,4,11
977,2,130,130,4,11
977,0,526-78,526-78,5,m-nodes
978,1,526-78,526-78,5,m-nodes
978,3,130,130,4,11
979,2,131,131,4,11
979,0,526-84,526-84,5,m-nodes
980,1,526-84,526-84,5,m-nodes
980,3,131,131,4,11
981,2,132,132,4,11
981,0,47-84,47-84,5,m-nodes
982,1,47-84,47-84,5,m-nodes
982,3,132,132,4,11
983,2,134,134,4,11
983,0,49-65,49-65,5,m-nodes
984,1,49-65,49-65,5,m-nodes
984,3,134,134,4,11
985,2,173,173,2,11
985,0,102-161,102-161,3,m-nodes
986,1,543,543,4,20
986,1,527-543,527-543,3,m-nodes
986,3,173,173,2,11
986,2,543,543,4,20
987,2,527,527,4,10
988,1,8-538,8-538,5,m-nodes
988,3,527,527,4,10
989,2,543,543,4,20
990,1,528-57,528-57,5,m-nodes
990,3,543,543,4,20
991,2,198,198,2,21
991,0,103-529,103-529,3,m-nodes
992,1,103-529,103-529,3,m-nodes
992,3,198,198,2,21
993,2,529,529,4,20
993,0,13-519,13-519,5,m-nodes
994,0,519,519,6,20
994,1,43-58,43-58,5,m-nodes
994,3,529,529,4,20
995,2,178,178,2,11
995,0,109-530,109-530,3,m-nodes
996,1,109-530,109-530,3,m-nodes
996,3,178,178,2,11
997,2,530,530,4,20
997,0,11-88,11-88,5,m-nodes
998,1,11-88,11-88,5,m-nodes
998,3,530,530,4,20
999,2,179,179,2,11
999,0,109-531,109-531,3,m-nodes
1000,1,109-531,109-531,3,m-nodes
1000,3,179,179,2,11
1001,2,531,531,4,20
1001,0,524-73,524-73,5,m-nodes
1002,1,524-73,524-73,5,m-nodes
1002,3,531,531,4,20
1003,2,189,189,2,11
1003,0,527-533,527-533,3,m-nodes
1004,1,519,519,4,20
1004,1,527-519,527-519,3,m-nodes
1004,3,189,189,2,11
1004,2,519,519,4,20
1005,2,527,527,4,10
1005,0,8-538,8-538,5,m-nodes
1006,1,541-92,541-92,5,m-nodes
1006,3,527,527,4,10
1007,2,519,519,4,20
1008,3,519,519,4,20
1009,2,207,207,2,21
1009,0,119-169,119-169,3,m-nodes
1010,1,119-169,119-169,3,m-nodes
1010,3,207,207,2,21
1011,2,224,224,2,21
1011,0,532-533,532-533,3,m-nodes
1012,1,532-533,532-533,3,m-nodes
1012,3,224,224,2,21
1012,2,533,533,4,20
1012,0,48-535,48-535,5,m-nodes
1012,0,535,535,6,20
1013,2,532,532,4,10
1013,0,23-67,23-67,5,m-nodes
1014,1,526-538,526-538,5,m-nodes
1014,3,532,532,4,10
1015,2,533,533,4,20
1016,1,23-65,23-65,5,m-nodes
1016,3,533,533,4,20
1017,2,100,100,4,11
1017,0,510-87,510-87,5,m-nodes
1018,0,510,510,6,10
1018,1,510,510,6,10
1018,1,510-87,510-87,5,m-nodes
1018,3,100,100,4,11
1019,2,102,102,4,11
1020,3,102,102,4,11
1021,2,135,135,4,21
1022,3,135,135,4,21
1023,2,103,103,4,11
1023,0,2-534,2-534,5,m-nodes
1024,0,534,534,6,20
1024,1,534,534,6,20
1024,1,2-534,2-534,5,m-nodes
1024,3,103,103,4,11
1025,2,105,105,4,11
1026,3,105,105,4,11
1027,2,137,137,4,21
1028,3,137,137,4,21
1029,2,139,139,4,21
1029,0,517-72,517-72,5,m-nodes
1030,1,513-72,513-72,5,m-nodes
1030,3,139,139,4,21
1031,2,107,107,4,11
1031,0,513-520,513-520,5,m-nodes
1032,0,520,520,6,20
1032,1,520,520,6,20
1032,1,513-520,513-520,5,m-nodes
1032,3,107,107,4,11
1033,2,141,141,4,21
1033,0,539-61,539-61,5,m-nodes
1034,0,539,539,6,10
1034,1,539,539,6,10
1034,1,539-61,539-61,5,m-nodes
1034,3,141,141,4,21
1035,2,108,108,4,11
1035,0,6-87,6-87,5,m-nodes
1036,1,6-87,6-87,5,m-nodes
1036,3,108,108,4,11
1037,2,109,109,4,11
1037,0,6-85,6-85,5,m-nodes
1038,1,6-85,6-85,5,m-nodes
1038,3,109,109,4,11
1039,2,110,110,4,11
1039,0,13-74,13-74,5,m-nodes
1040,1,13-74,13-74,5,m-nodes
1040,3,110,110,4,11
1041,2,144,144,4,21
1041,0,13-70,13-70,5,m-nodes
1042,1,13-70,13-70,5,m-nodes
1042,3,144,144,4,21
1043,2,146,146,4,21
1043,0,13-62,13-62,5,m-nodes
1044,1,13-62,13-62,5,m-nodes
1044,3,146,146,4,21
1045,2,111,111,4,11
1045,0,15-514,15-514,5,m-nodes
1046,0,514,514,6,20
1046,1,514,514,6,20
1046,1,15-514,15-514,5,m-nodes
1046,3,111,111,4,11
1047,2,148,148,4,21
1048,3,148,148,4,21
1049,2,113,113,4,11
1050,3,113,113,4,11
1051,2,152,152,4,21
1051,0,518-50,518-50,5,m-nodes
1052,1,518-50,518-50,5,m-nodes
1052,3,152,152,4,21
1053,2,153,153,4,21
1053,0,26-538,26-538,5,m-nodes
1054,1,26-538,26-538,5,m-nodes
1054,3,153,153,4,21
1055,2,154,154,4,21
1055,0,26-92,26-92,5,m-nodes
1056,1,26-92,26-92,5,m-nodes
1056,3,154,154,4,21
1057,2,155,155,4,21
1057,0,13-540,13-540,5,m-nodes
1058,0,540,540,6,20
1058,1,540,540,6,10
1058,1,540-523,540-523,5,m-nodes
1058,3,155,155,4,21
1059,2,157,157,4,21
1059,0,30-512,30-512,5,m-nodes
1060,0,512,512,6,20
1060,1,512,512,6,20
1060,1,30-512,30-512,5,m-nodes
1060,3,157,157,4,21
1061,2,116,116,4,11
1061,0,30-515,30-515,5,m-nodes
1062,0,515,515,6,20
1062,1,30-514,30-514,5,m-nodes
1062,3,116,116,4,11
1063,2,118,118,4,11
1063,0,30-511,30-511,5,m-nodes
1064,1,30-511,30-511,5,m-nodes
1064,3,118,118,4,11
1065,2,158,158,4,21
1066,3,158,158,4,21
1067,2,159,159,4,21
1068,3,159,159,4,21
1069,2,160,160,4,21
1069,0,536-511,536-511,5,m-nodes
1070,0,536,536,6,10
1070,1,536,536,6,10
1070,1,536-511,536-511,5,m-nodes
1070,3,160,160,4,21
1071,2,161,161,4,21
1071,0,528-523,528-523,5,m-nodes
1072,1,515,515,6,20
1072,1,528-515,528-515,5,m-nodes
1072,3,161,161,4,21
1073,2,162,162,4,21
1073,0,528-66,528-66,5,m-nodes
1074,1,528-66,528-66,5,m-nodes
1074,3,162,162,4,21
1075,2,119,119,4,11
1075,0,33-56,33-56,5,m-nodes
1076,1,33-56,33-56,5,m-nodes
1076,3,119,119,4,11
1077,2,120,120,4,11
1077,0,522-58,522-58,5,m-nodes
1078,0,522,522,6,10
1078,1,522,522,6,20
1078,1,528-522,528-522,5,m-nodes
1078,3,120,120,4,11
1079,2,121,121,4,11
1079,0,34-98,34-98,5,m-nodes
1080,1,34-98,34-98,5,m-nodes
1080,3,121,121,4,11
1081,2,164,164,4,21
1081,0,34-85,34-85,5,m-nodes
1082,1,34-85,34-85,5,m-nodes
1082,3,164,164,4,21
1083,2,122,122,4,11
1083,0,518-73,518-73,5,m-nodes
1084,1,518-73,518-73,5,m-nodes
1084,3,122,122,4,11
1085,2,124,124,4,11
1085,0,39-65,39-65,5,m-nodes
1086,1,39-65,39-65,5,m-nodes
1086,3,124,124,4,11
1087,2,125,125,4,11
1088,3,125,125,4,11
1089,2,127,127,4,11
1090,1,535,535,6,20
1090,1,525-535,525-535,5,m-nodes
1090,3,127,127,4,11
1091,2,169,169,4,21
1091,0,525-521,525-521,5,m-nodes
1092,3,169,169,4,21
1093,2,128,128,4,11
1094,3,128,128,4,11
1095,2,130,130,4,11
1095,0,526-78,526-78,5,m-nodes
1096,1,526-78,526-78,5,m-nodes
1096,3,130,130,4,11
1097,2,131,131,4,11
1097,0,526-84,526-84,5,m-nodes
1098,1,526-84,526-84,5,m-nodes
1098,3,131,131,4,11
1099,2,132,132,4,11
1099,0,47-84,47-84,5,m-nodes
1100,1,47-84,47-84,5,m-nodes
1100,3,132,132,4,11
1101,2,134,134,4,11
1101,0,49-65,49-65,5,m-nodes
1102,1,49-65,49-65,5,m-nodes
1102,3,134,134,4,11
1103,2,173,173,2,11
1103,0,527-543,527-543,3,m-nodes
1104,0,543,543,4,20
1104,0,528-57,528-57,5,m-nodes
1104,1,543,543,4,10
1104,1,544,544,4,20
1104,1,543-544,543-544,3,m-nodes
1104,3,173,173,2,11
1104,2,544,544,4,20
1105,2,543,543,4,10
1106,1,545,545,6,10
1106,1,545-96,545-96,5,m-nodes
1106,3,543,543,4,10
1107,2,544,544,4,20
1108,1,2-535,2-535,5,m-nodes
1108,3,544,544,4,20
1109,2,198,198,2,21
1109,0,103-529,103-529,3,m-nodes
1110,1,546,546,4,10
1110,1,546-529,546-529,3,m-nodes
1110,3,198,198,2,21
1110,2,529,529,4,20
1110,0,43-58,43-58,5,m-nodes
1111,2,546,546,4,10
1112,1,47-58,47-58,5,m-nodes
1112,3,546,546,4,10
1113,2,529,529,4,20
1114,1,547,547,6,10
1114,1,547-522,547-522,5,m-nodes
1114,3,529,529,4,20
1115,2,178,178,2,11
1115,0,109-530,109-530,3,m-nodes
1116,0,530,530,4,20
1116,1,109-519,109-519,3,m-nodes
1116,3,178,178,2,11
1117,2,519,519,4,20
1117,0,11-88,11-88,5,m-nodes
1118,1,38-88,38-88,5,m-nodes
1118,3,519,519,4,20
1119,2,179,179,2,11
1119,0,109-531,109-531,3,m-nodes
1120,1,109-531,109-531,3,m-nodes
1120,3,179,179,2,11
1121,2,531,531,4,20
1121,0,524-73,524-73,5,m-nodes
1122,1,530,530,6,10
1122,1,530-73,530-73,5,m-nodes
1122,3,531,531,4,20
1123,2,189,189,2,11
1123,0,527-519,527-519,3,m-nodes
1124,0,527,527,4,10
1124,0,541-92,541-92,5,m-nodes
1124,3,189,189,2,11
1125,2,207,207,2,21
1126,3,207,207,2,21
1127,2,224,224,2,21
1127,0,532-533,532-533,3,m-nodes
1128,0,532,532,4,10
1128,0,526-538,526-538,5,m-nodes
1128,1,119-533,119-533,3,m-nodes
1128,3,224,224,2,21
1129,2,533,533,4,20
1129,0,23-65,23-65,5,m-nodes
1130,1,532,532,6,10
1130,1,532-94,532-94,5,m-nodes
1130,3,533,533,4,20
