t,action,id,from,to
772,1,109-531-109,109-531,109
772,1,109-531-531,109-531,531
772,1,109-531-179,109-531,179
773,0,524-89-531,524-89,531
773,0,524-89-524,524-89,524
773,0,524-89-89,524-89,89
774,1,524-519-524,524-519,524
774,1,524-519-519,524-519,519
774,1,524-519-531,524-519,531
775,0,119-169-189,119-169,189
776,1,119-169-189,119-169,189
777,0,119-169-207,119-169,207
778,1,119-169-207,119-169,207
779,0,532-533-224,532-533,224
779,0,532-533-532,532-533,532
779,0,532-533-533,532-533,533
780,1,532-533-532,532-533,532
780,1,532-533-533,532-533,533
780,1,532-533-224,532-533,224
780,0,48-65-533,48-65,533
780,0,48-65-48,48-65,48
780,0,48-65-65,48-65,65
781,0,514-71-532,514-71,532
781,0,514-71-514,514-71,514
781,0,514-71-71,514-71,71
782,1,23-67-23,23-67,23
782,1,23-67-67,23-67,67
782,1,23-67-532,23-67,532
784,1,526-85-526,526-85,526
784,1,526-85-85,526-85,85
784,1,526-85-533,526-85,533
785,0,510-87-100,510-87,100
785,0,510-87-510,510-87,510
785,0,510-87-87,510-87,87
786,1,510-87-510,510-87,510
786,1,510-87-87,510-87,87
786,1,510-87-100,510-87,100
787,0,1-92-102,1-92,102
788,1,1-92-102,1-92,102
789,0,1-92-135,1-92,135
790,1,1-92-135,1-92,135
791,0,2-534-103,2-534,103
791,0,2-534-2,2-534,2
791,0,2-534-534,2-534,534
792,1,2-534-2,2-534,2
792,1,2-534-534,2-534,534
792,1,2-534-103,2-534,103
793,0,537-84-105,537-84,105
794,1,537-84-105,537-84,105
795,0,537-84-137,537-84,137
796,1,537-84-137,537-84,137
797,0,517-72-139,517-72,139
797,0,517-72-517,517-72,517
797,0,517-72-72,517-72,72
798,1,517-72-517,517-72,517
798,1,517-72-72,517-72,72
798,1,517-72-139,517-72,139
799,0,536-513-107,536-513,107
799,0,536-513-536,536-513,536
799,0,536-513-513,536-513,513
800,1,517-513-517,517-513,517
800,1,517-513-513,517-513,513
800,1,517-513-107,517-513,107
801,0,523-61-141,523-61,141
801,0,523-61-523,523-61,523
801,0,523-61-61,523-61,61
802,1,536-61-536,536-61,536
802,1,536-61-61,536-61,61
802,1,536-61-141,536-61,141
803,0,6-87-108,6-87,108
803,0,6-87-6,6-87,6
803,0,6-87-87,6-87,87
804,1,6-87-6,6-87,6
804,1,6-87-87,6-87,87
804,1,6-87-108,6-87,108
805,0,6-85-109,6-85,109
805,0,6-85-6,6-85,6
805,0,6-85-85,6-85,85
806,1,6-85-6,6-85,6
806,1,6-85-85,6-85,85
806,1,6-85-109,6-85,109
807,0,13-74-110,13-74,110
807,0,13-74-13,13-74,13
807,0,13-74-74,13-74,74
808,1,13-74-13,13-74,13
808,1,13-74-74,13-74,74
808,1,13-74-110,13-74,110
809,0,13-70-144,13-70,144
809,0,13-70-13,13-70,13
809,0,13-70-70,13-70,70
810,1,13-70-13,13-70,13
810,1,13-70-70,13-70,70
810,1,13-70-144,13-70,144
811,0,13-62-146,13-62,146
811,0,13-62-13,13-62,13
811,0,13-62-62,13-62,62
812,1,13-62-13,13-62,13
812,1,13-62-62,13-62,62
812,1,13-62-146,13-62,146
813,0,15-522-111,15-522,111
813,0,15-522-15,15-522,15
813,0,15-522-522,15-522,522
814,1,15-514-15,15-514,15
814,1,15-514-514,15-514,514
814,1,15-514-111,15-514,111
815,0,517-511-148,517-511,148
816,1,517-511-148,517-511,148
817,0,517-511-113,517-511,113
818,1,517-511-113,517-511,113
819,0,518-50-152,518-50,152
819,0,518-50-518,518-50,518
819,0,518-50-50,518-50,50
820,1,518-50-518,518-50,518
820,1,518-50-50,518-50,50
820,1,518-50-152,518-50,152
821,0,26-538-153,26-538,153
821,0,26-538-26,26-538,26
821,0,26-538-538,26-538,538
822,1,26-538-26,26-538,26
822,1,26-538-538,26-538,538
822,1,26-538-153,26-538,153
823,0,26-92-154,26-92,154
823,0,26-92-26,26-92,26
823,0,26-92-92,26-92,92
824,1,26-92-26,26-92,26
824,1,26-92-92,26-92,92
824,1,26-92-154,26-92,154
825,0,523-520-155,523-520,155
825,0,523-520-523,523-520,523
825,0,523-520-520,523-520,520
826,1,528-520-528,528-520,528
826,1,528-520-520,528-520,520
826,1,528-520-155,528-520,155
827,0,30-512-157,30-512,157
827,0,30-512-30,30-512,30
827,0,30-512-512,30-512,512
828,1,30-512-30,30-512,30
828,1,30-512-512,30-512,512
828,1,30-512-157,30-512,157
829,0,30-522-116,30-522,116
829,0,30-522-30,30-522,30
829,0,30-522-522,30-522,522
830,1,30-522-30,30-522,30
830,1,30-522-522,30-522,522
830,1,30-522-116,30-522,116
831,0,30-511-118,30-511,118
831,0,30-511-30,30-511,30
831,0,30-511-511,30-511,511
832,1,30-511-30,30-511,30
832,1,30-511-511,30-511,511
832,1,30-511-118,30-511,118
833,0,30-87-158,30-87,158
834,1,30-87-158,30-87,158
835,0,30-87-159,30-87,159
836,1,30-87-159,30-87,159
837,0,515-519-160,515-519,160
837,0,515-519-515,515-519,515
837,0,515-519-519,515-519,519
838,1,536-515-536,536-515,536
838,1,536-515-515,536-515,515
838,1,536-515-160,536-515,160
839,0,528-538-161,528-538,161
839,0,528-538-528,528-538,528
839,0,528-538-538,528-538,538
840,1,528-523-528,528-523,528
840,1,528-523-523,528-523,523
840,1,528-523-161,528-523,161
841,0,528-66-162,528-66,162
841,0,528-66-528,528-66,528
841,0,528-66-66,528-66,66
842,1,528-66-528,528-66,528
842,1,528-66-66,528-66,66
842,1,528-66-162,528-66,162
843,0,33-56-119,33-56,119
844,1,33-56-119,33-56,119
845,0,33-56-120,33-56,120
846,1,33-56-120,33-56,120
847,0,34-98-121,34-98,121
847,0,34-98-34,34-98,34
847,0,34-98-98,34-98,98
848,1,34-98-34,34-98,34
848,1,34-98-98,34-98,98
848,1,34-98-121,34-98,121
849,0,34-85-164,34-85,164
849,0,34-85-34,34-85,34
849,0,34-85-85,34-85,85
850,1,34-85-34,34-85,34
850,1,34-85-85,34-85,85
850,1,34-85-164,34-85,164
851,0,510-73-122,510-73,122
851,0,510-73-510,510-73,510
851,0,510-73-73,510-73,73
852,1,518-73-518,518-73,518
852,1,518-73-73,518-73,73
852,1,518-73-122,518-73,122
853,0,39-65-124,39-65,124
853,0,39-65-39,39-65,39
853,0,39-65-65,39-65,65
854,1,39-65-39,39-65,39
854,1,39-65-65,39-65,65
854,1,39-65-124,39-65,124
855,0,524-79-125,524-79,125
856,1,524-79-125,524-79,125
857,0,524-79-127,524-79,127
858,1,524-79-127,524-79,127
859,0,525-521-169,525-521,169
860,1,525-521-169,525-521,169
861,0,525-521-128,525-521,128
862,1,525-521-128,525-521,128
863,0,526-78-130,526-78,130
863,0,526-78-526,526-78,526
863,0,526-78-78,526-78,78
864,1,526-78-526,526-78,526
864,1,526-78-78,526-78,78
864,1,526-78-130,526-78,130
865,0,526-84-131,526-84,131
865,0,526-84-526,526-84,526
865,0,526-84-84,526-84,84
866,1,526-84-526,526-84,526
866,1,526-84-84,526-84,84
866,1,526-84-131,526-84,131
867,0,47-84-132,47-84,132
867,0,47-84-47,47-84,47
867,0,47-84-84,47-84,84
868,1,47-84-47,47-84,47
868,1,47-84-84,47-84,84
868,1,47-84-132,47-84,132
869,0,49-65-134,49-65,134
869,0,49-65-49,49-65,49
869,0,49-65-65,49-65,65
870,1,49-65-49,49-65,49
870,1,49-65-65,49-65,65
870,1,49-65-134,49-65,134
871,0,527-161-173,527-161,173
871,0,527-161-527,527-161,527
871,0,527-161-161,527-161,161
872,0,8-521-527,8-521,527
872,0,8-521-8,8-521,8
872,0,8-521-521,8-521,521
872,1,102-161-102,102-161,102
872,1,102-161-161,102-161,161
872,1,102-161-173,102-161,173
873,0,103-529-198,103-529,198
873,0,103-529-103,103-529,103
873,0,103-529-529,103-529,529
874,1,103-529-103,103-529,103
874,1,103-529-529,103-529,529
874,1,103-529-198,103-529,198
875,0,43-58-529,43-58,529
875,0,43-58-43,43-58,43
875,0,43-58-58,43-58,58
876,1,13-519-13,13-519,13
876,1,13-519-519,13-519,519
876,1,13-519-529,13-519,529
877,0,109-530-178,109-530,178
877,0,109-530-109,109-530,109
877,0,109-530-530,109-530,530
878,1,109-530-109,109-530,109
878,1,109-530-530,109-530,530
878,1,109-530-178,109-530,178
879,0,38-59-530,38-59,530
879,0,38-59-38,38-59,38
879,0,38-59-59,38-59,59
880,1,11-88-11,11-88,11
880,1,11-88-88,11-88,88
880,1,11-88-530,11-88,530
881,0,109-531-179,109-531,179
881,0,109-531-109,109-531,109
881,0,109-531-531,109-531,531
882,1,109-531-109,109-531,109
882,1,109-531-531,109-531,531
882,1,109-531-179,109-531,179
883,0,524-519-531,524-519,531
883,0,524-519-524,524-519,524
883,0,524-519-519,524-519,519
884,1,524-73-524,524-73,524
884,1,524-73-73,524-73,73
884,1,524-73-531,524-73,531
885,0,119-169-189,119-169,189
886,1,527-533-527,527-533,527
886,1,527-533-533,527-533,533
886,1,527-533-189,527-533,189
886,0,526-85-533,526-85,533
886,0,526-85-526,526-85,526
886,0,526-85-85,526-85,85
888,1,6-87-527,6-87,527
890,1,535-78-535,535-78,535
890,1,535-78-78,535-78,78
890,1,535-78-533,535-78,533
891,0,119-169-207,119-169,207
891,0,119-169-119,119-169,119
891,0,119-169-169,119-169,169
892,1,119-169-119,119-169,119
892,1,119-169-169,119-169,169
892,1,119-169-207,119-169,207
893,0,532-533-224,532-533,224
893,0,532-533-532,532-533,532
893,0,532-533-533,532-533,533
894,1,532-533-532,532-533,532
894,1,532-533-533,532-533,533
894,1,532-533-224,532-533,224
894,0,535-78-533,535-78,533
894,0,535-78-535,535-78,535
894,0,535-78-78,535-78,78
895,0,23-67-532,23-67,532
895,0,23-67-23,23-67,23
895,0,23-67-67,23-67,67
896,1,23-67-23,23-67,23
896,1,23-67-67,23-67,67
896,1,23-67-532,23-67,532
898,1,48-535-48,48-535,48
898,1,48-535-535,48-535,535
898,1,48-535-533,48-535,533
899,0,510-87-100,510-87,100
899,0,510-87-510,510-87,510
899,0,510-87-87,510-87,87
900,1,510-87-510,510-87,510
900,1,510-87-87,510-87,87
900,1,510-87-100,510-87,100
901,0,1-92-102,1-92,102
902,1,1-92-102,1-92,102
903,0,1-92-135,1-92,135
904,1,1-92-135,1-92,135
905,0,2-534-103,2-534,103
905,0,2-534-2,2-534,2
905,0,2-534-534,2-534,534
906,1,2-534-2,2-534,2
906,1,2-534-534,2-534,534
906,1,2-534-103,2-534,103
907,0,537-84-105,537-84,105
908,1,537-84-105,537-84,105
909,0,537-84-137,537-84,137
910,1,537-84-137,537-84,137
911,0,517-72-139,517-72,139
911,0,517-72-517,517-72,517
911,0,517-72-72,517-72,72
912,1,517-72-517,517-72,517
912,1,517-72-72,517-72,72
912,1,517-72-139,517-72,139
913,0,517-513-107,517-513,107
913,0,517-513-517,517-513,517
913,0,517-513-513,517-513,513
914,1,513-520-513,513-520,513
914,1,513-520-520,513-520,520
914,1,513-520-107,513-520,107
915,0,536-61-141,536-61,141
915,0,536-61-536,536-61,536
915,0,536-61-61,536-61,61
916,1,539-61-539,539-61,539
916,1,539-61-61,539-61,61
916,1,539-61-141,539-61,141
917,0,6-87-108,6-87,108
918,1,6-87-108,6-87,108
919,0,6-85-109,6-85,109
919,0,6-85-6,6-85,6
919,0,6-85-85,6-85,85
920,1,6-85-6,6-85,6
920,1,6-85-85,6-85,85
920,1,6-85-109,6-85,109
921,0,13-74-110,13-74,110
921,0,13-74-13,13-74,13
921,0,13-74-74,13-74,74
922,1,13-74-13,13-74,13
922,1,13-74-74,13-74,74
922,1,13-74-110,13-74,110
923,0,13-70-144,13-70,144
923,0,13-70-13,13-70,13
923,0,13-70-70,13-70,70
924,1,13-70-13,13-70,13
924,1,13-70-70,13-70,70
924,1,13-70-144,13-70,144
925,0,13-62-146,13-62,146
925,0,13-62-13,13-62,13
925,0,13-62-62,13-62,62
926,1,13-62-13,13-62,13
926,1,13-62-62,13-62,62
926,1,13-62-146,13-62,146
927,0,15-514-111,15-514,111
927,0,15-514-15,15-514,15
927,0,15-514-514,15-514,514
928,1,15-514-15,15-514,15
928,1,15-514-514,15-514,514
928,1,15-514-111,15-514,111
929,0,517-511-148,517-511,148
930,1,517-511-148,517-511,148
931,0,517-511-113,517-511,113
932,1,517-511-113,517-511,113
933,0,518-50-152,518-50,152
933,0,518-50-518,518-50,518
933,0,518-50-50,518-50,50
934,1,518-50-518,518-50,518
934,1,518-50-50,518-50,50
934,1,518-50-152,518-50,152
935,0,26-538-153,26-538,153
935,0,26-538-26,26-538,26
935,0,26-538-538,26-538,538
936,1,26-538-26,26-538,26
936,1,26-538-538,26-538,538
936,1,26-538-153,26-538,153
937,0,26-92-154,26-92,154
937,0,26-92-26,26-92,26
937,0,26-92-92,26-92,92
938,1,26-92-26,26-92,26
938,1,26-92-92,26-92,92
938,1,26-92-154,26-92,154
939,0,528-520-155,528-520,155
939,0,528-520-528,528-520,528
939,0,528-520-520,528-520,520
940,1,13-540-13,13-540,13
940,1,13-540-540,13-540,540
940,1,13-540-155,13-540,155
941,0,30-512-157,30-512,157
941,0,30-512-30,30-512,30
941,0,30-512-512,30-512,512
942,1,30-512-30,30-512,30
942,1,30-512-512,30-512,512
942,1,30-512-157,30-512,157
943,0,30-522-116,30-522,116
943,0,30-522-30,30-522,30
943,0,30-522-522,30-522,522
944,1,30-515-30,30-515,30
944,1,30-515-515,30-515,515
944,1,30-515-116,30-515,116
945,0,30-511-118,30-511,118
945,0,30-511-30,30-511,30
945,0,30-511-511,30-511,511
946,1,30-511-30,30-511,30
946,1,30-511-511,30-511,511
946,1,30-511-118,30-511,118
947,0,30-87-158,30-87,158
948,1,30-87-158,30-87,158
949,0,30-87-159,30-87,159
950,1,30-87-159,30-87,159
951,0,536-515-160,536-515,160
951,0,536-515-536,536-515,536
951,0,536-515-515,536-515,515
952,1,536-511-536,536-511,536
952,1,536-511-511,536-511,511
952,1,536-511-160,536-511,160
953,0,528-523-161,528-523,161
953,0,528-523-528,528-523,528
953,0,528-523-523,528-523,523
954,1,528-523-528,528-523,528
954,1,528-523-523,528-523,523
954,1,528-523-161,528-523,161
955,0,528-66-162,528-66,162
955,0,528-66-528,528-66,528
955,0,528-66-66,528-66,66
956,1,528-66-528,528-66,528
956,1,528-66-66,528-66,66
956,1,528-66-162,528-66,162
957,0,33-56-119,33-56,119
958,1,33-56-119,33-56,119
959,0,33-56-120,33-56,120
960,1,522-58-522,522-58,522
960,1,522-58-58,522-58,58
960,1,522-58-120,522-58,120
961,0,34-98-121,34-98,121
961,0,34-98-34,34-98,34
961,0,34-98-98,34-98,98
962,1,34-98-34,34-98,34
962,1,34-98-98,34-98,98
962,1,34-98-121,34-98,121
963,0,34-85-164,34-85,164
963,0,34-85-34,34-85,34
963,0,34-85-85,34-85,85
964,1,34-85-34,34-85,34
964,1,34-85-85,34-85,85
964,1,34-85-164,34-85,164
965,0,518-73-122,518-73,122
965,0,518-73-518,518-73,518
965,0,518-73-73,518-73,73
966,1,518-73-518,518-73,518
966,1,518-73-73,518-73,73
966,1,518-73-122,518-73,122
967,0,39-65-124,39-65,124
967,0,39-65-39,39-65,39
967,0,39-65-65,39-65,65
968,1,39-65-39,39-65,39
968,1,39-65-65,39-65,65
968,1,39-65-124,39-65,124
969,0,524-79-125,524-79,125
970,1,524-79-125,524-79,125
971,0,524-79-127,524-79,127
972,1,524-79-127,524-79,127
973,0,525-521-169,525-521,169
974,1,525-521-169,525-521,169
975,0,525-521-128,525-521,128
976,1,541-542-541,541-542,541
976,1,541-542-542,541-542,542
976,1,541-542-128,541-542,128
977,0,526-78-130,526-78,130
977,0,526-78-526,526-78,526
977,0,526-78-78,526-78,78
978,1,526-78-526,526-78,526
978,1,526-78-78,526-78,78
978,1,526-78-130,526-78,130
979,0,526-84-131,526-84,131
979,0,526-84-526,526-84,526
979,0,526-84-84,526-84,84
980,1,526-84-526,526-84,526
980,1,526-84-84,526-84,84
980,1,526-84-131,526-84,131
981,0,47-84-132,47-84,132
981,0,47-84-47,47-84,47
981,0,47-84-84,47-84,84
982,1,47-84-47,47-84,47
982,1,47-84-84,47-84,84
982,1,47-84-132,47-84,132
983,0,49-65-134,49-65,134
983,0,49-65-49,49-65,49
983,0,49-65-65,49-65,65
984,1,49-65-49,49-65,49
984,1,49-65-65,49-65,65
984,1,49-65-134,49-65,134
985,0,102-161-173,102-161,173
985,0,102-161-102,102-161,102
985,0,102-161-161,102-161,161
986,1,527-543-527,527-543,527
986,1,527-543-543,527-543,543
986,1,527-543-173,527-543,173
987,0,6-87-527,6-87,527
988,1,8-538-8,8-538,8
988,1,8-538-538,8-538,538
988,1,8-538-527,8-538,527
990,1,528-57-528,528-57,528
990,1,528-57-57,528-57,57
990,1,528-57-543,528-57,543
991,0,103-529-198,103-529,198
991,0,103-529-103,103-529,103
991,0,103-529-529,103-529,529
992,1,103-529-103,103-529,103
992,1,103-529-529,103-529,529
992,1,103-529-198,103-529,198
993,0,13-519-529,13-519,529
993,0,13-519-13,13-519,13
993,0,13-519-519,13-519,519
994,1,43-58-43,43-58,43
994,1,43-58-58,43-58,58
994,1,43-58-529,43-58,529
995,0,109-530-178,109-530,178
995,0,109-530-109,109-530,109
995,0,109-530-530,109-530,530
996,1,109-530-109,109-530,109
996,1,109-530-530,109-530,530
996,1,109-530-178,109-530,178
997,0,11-88-530,11-88,530
997,0,11-88-11,11-88,11
997,0,11-88-88,11-88,88
998,1,11-88-11,11-88,11
998,1,11-88-88,11-88,88
998,1,11-88-530,11-88,530
999,0,109-531-179,109-531,179
999,0,109-531-109,109-531,109
999,0,109-531-531,109-531,531
1000,1,109-531-109,109-531,109
1000,1,109-531-531,109-531,531
1000,1,109-531-179,109-531,179
1001,0,524-73-531,524-73,531
1001,0,524-73-524,524-73,524
1001,0,524-73-73,524-73,73
1002,1,524-73-524,524-73,524
1002,1,524-73-73,524-73,73
1002,1,524-73-531,524-73,531
1003,0,527-533-189,527-533,189
1003,0,527-533-527,527-533,527
1003,0,527-533-533,527-533,533
1004,1,527-519-527,527-519,527
1004,1,527-519-519,527-519,519
1004,1,527-519-189,527-519,189
1005,0,8-538-527,8-538,527
1005,0,8-538-8,8-538,8
1005,0,8-538-538,8-538,538
1006,1,541-92-541,541-92,541
1006,1,541-92-92,541-92,92
1006,1,541-92-527,541-92,527
1008,1,11-88-519,11-88,519
1009,0,119-169-207,119-169,207
1009,0,119-169-119,119-169,119
1009,0,119-169-169,119-169,169
1010,1,119-169-119,119-169,119
1010,1,119-169-169,119-169,169
1010,1,119-169-207,119-169,207
1011,0,532-533-224,532-533,224
1011,0,532-533-532,532-533,532
1011,0,532-533-533,532-533,533
1012,1,532-533-532,532-533,532
1012,1,532-533-533,532-533,533
1012,1,532-533-224,532-533,224
1012,0,48-535-533,48-535,533
1012,0,48-535-48,48-535,48
1012,0,48-535-535,48-535,535
1013,0,23-67-532,23-67,532
1013,0,23-67-23,23-67,23
1013,0,23-67-67,23-67,67
1014,1,526-538-526,526-538,526
1014,1,526-538-538,526-538,538
1014,1,526-538-532,526-538,532
1016,1,23-65-23,23-65,23
1016,1,23-65-65,23-65,65
1016,1,23-65-533,23-65,533
1017,0,510-87-100,510-87,100
1017,0,510-87-510,510-87,510
1017,0,510-87-87,510-87,87
1018,1,510-87-510,510-87,510
1018,1,510-87-87,510-87,87
1018,1,510-87-100,510-87,100
1019,0,1-92-102,1-92,102
1020,1,1-92-102,1-92,102
1021,0,1-92-135,1-92,135
1022,1,1-92-135,1-92,135
1023,0,2-534-103,2-534,103
1023,0,2-534-2,2-534,2
1023,0,2-534-534,2-534,534
1024,1,2-534-2,2-534,2
1024,1,2-534-534,2-534,534
1024,1,2-534-103,2-534,103
1025,0,537-84-105,537-84,105
1026,1,537-84-105,537-84,105
1027,0,537-84-137,537-84,137
1028,1,537-84-137,537-84,137
1029,0,517-72-139,517-72,139
1029,0,517-72-517,517-72,517
1029,0,517-72-72,517-72,72
1030,1,513-72-513,513-72,513
1030,1,513-72-72,513-72,72
1030,1,513-72-139,513-72,139
1031,0,513-520-107,513-520,107
1031,0,513-520-513,513-520,513
1031,0,513-520-520,513-520,520
1032,1,513-520-513,513-520,513
1032,1,513-520-520,513-520,520
1032,1,513-520-107,513-520,107
1033,0,539-61-141,539-61,141
1033,0,539-61-539,539-61,539
1033,0,539-61-61,539-61,61
1034,1,539-61-539,539-61,539
1034,1,539-61-61,539-61,61
1034,1,539-61-141,539-61,141
1035,0,6-87-108,6-87,108
1035,0,6-87-6,6-87,6
1035,0,6-87-87,6-87,87
1036,1,6-87-6,6-87,6
1036,1,6-87-87,6-87,87
1036,1,6-87-108,6-87,108
1037,0,6-85-109,6-85,109
1037,0,6-85-6,6-85,6
1037,0,6-85-85,6-85,85
1038,1,6-85-6,6-85,6
1038,1,6-85-85,6-85,85
1038,1,6-85-109,6-85,109
1039,0,13-74-110,13-74,110
1039,0,13-74-13,13-74,13
1039,0,13-74-74,13-74,74
1040,1,13-74-13,13-74,13
1040,1,13-74-74,13-74,74
1040,1,13-74-110,13-74,110
1041,0,13-70-144,13-70,144
1041,0,13-70-13,13-70,13
1041,0,13-70-70,13-70,70
1042,1,13-70-13,13-70,13
1042,1,13-70-70,13-70,70
1042,1,13-70-144,13-70,144
1043,0,13-62-146,13-62,146
1043,0,13-62-13,13-62,13
1043,0,13-62-62,13-62,62
1044,1,13-62-13,13-62,13
1044,1,13-62-62,13-62,62
1044,1,13-62-146,13-62,146
1045,0,15-514-111,15-514,111
1045,0,15-514-15,15-514,15
1045,0,15-514-514,15-514,514
1046,1,15-514-15,15-514,15
1046,1,15-514-514,15-514,514
1046,1,15-514-111,15-514,111
1047,0,517-511-148,517-511,148
1048,1,517-511-148,517-511,148
1049,0,517-511-113,517-511,113
1050,1,517-511-113,517-511,113
1051,0,518-50-152,518-50,152
1051,0,518-50-518,518-50,518
1051,0,518-50-50,518-50,50
1052,1,518-50-518,518-50,518
1052,1,518-50-50,518-50,50
1052,1,518-50-152,518-50,152
1053,0,26-538-153,26-538,153
1053,0,26-538-26,26-538,26
1053,0,26-538-538,26-538,538
1054,1,26-538-26,26-538,26
1054,1,26-538-538,26-538,538
1054,1,26-538-153,26-538,153
1055,0,26-92-154,26-92,154
1055,0,26-92-26,26-92,26
1055,0,26-92-92,26-92,92
1056,1,26-92-26,26-92,26
1056,1,26-92-92,26-92,92
1056,1,26-92-154,26-92,154
1057,0,13-540-155,13-540,155
1057,0,13-540-13,13-540,13
1057,0,13-540-540,13-540,540
1058,1,540-523-540,540-523,540
1058,1,540-523-523,540-523,523
1058,1,540-523-155,540-523,155
1059,0,30-512-157,30-512,157
1059,0,30-512-30,30-512,30
1059,0,30-512-512,30-512,512
1060,1,30-512-30,30-512,30
1060,1,30-512-512,30-512,512
1060,1,30-512-157,30-512,157
1061,0,30-515-116,30-515,116
1061,0,30-515-30,30-515,30
1061,0,30-515-515,30-515,515
1062,1,30-514-30,30-514,30
1062,1,30-514-514,30-514,514
1062,1,30-514-116,30-514,116
1063,0,30-511-118,30-511,118
1063,0,30-511-30,30-511,30
1063,0,30-511-511,30-511,511
1064,1,30-511-30,30-511,30
1064,1,30-511-511,30-511,511
1064,1,30-511-118,30-511,118
1065,0,30-87-158,30-87,158
1066,1,30-87-158,30-87,158
1067,0,30-87-159,30-87,159
1068,1,30-87-159,30-87,159
1069,0,536-511-160,536-511,160
1069,0,536-511-536,536-511,536
1069,0,536-511-511,536-511,511
1070,1,536-511-536,536-511,536
1070,1,536-511-511,536-511,511
1070,1,536-511-160,536-511,160
1071,0,528-523-161,528-523,161
1071,0,528-523-528,528-523,528
1071,0,528-523-523,528-523,523
1072,1,528-515-528,528-515,528
1072,1,528-515-515,528-515,515
1072,1,528-515-161,528-515,161
1073,0,528-66-162,528-66,162
1073,0,528-66-528,528-66,528
1073,0,528-66-66,528-66,66
1074,1,528-66-528,528-66,528
1074,1,528-66-66,528-66,66
1074,1,528-66-162,528-66,162
1075,0,33-56-119,33-56,119
1075,0,33-56-33,33-56,33
1075,0,33-56-56,33-56,56
1076,1,33-56-33,33-56,33
1076,1,33-56-56,33-56,56
1076,1,33-56-119,33-56,119
1077,0,522-58-120,522-58,120
1077,0,522-58-522,522-58,522
1077,0,522-58-58,522-58,58
1078,1,528-522-528,528-522,528
1078,1,528-522-522,528-522,522
1078,1,528-522-120,528-522,120
1079,0,34-98-121,34-98,121
1079,0,34-98-34,34-98,34
1079,0,34-98-98,34-98,98
1080,1,34-98-34,34-98,34
1080,1,34-98-98,34-98,98
1080,1,34-98-121,34-98,121
1081,0,34-85-164,34-85,164
1081,0,34-85-34,34-85,34
1081,0,34-85-85,34-85,85
1082,1,34-85-34,34-85,34
1082,1,34-85-85,34-85,85
1082,1,34-85-164,34-85,164
1083,0,518-73-122,518-73,122
1083,0,518-73-518,518-73,518
1083,0,518-73-73,518-73,73
1084,1,518-73-518,518-73,518
1084,1,518-73-73,518-73,73
1084,1,518-73-122,518-73,122
1085,0,39-65-124,39-65,124
1085,0,39-65-39,39-65,39
1085,0,39-65-65,39-65,65
1086,1,39-65-39,39-65,39
1086,1,39-65-65,39-65,65
1086,1,39-65-124,39-65,124
1087,0,524-79-125,524-79,125
1088,1,524-79-125,524-79,125
1089,0,524-79-127,524-79,127
1090,1,525-535-525,525-535,525
1090,1,525-535-535,525-535,535
1090,1,525-535-127,525-535,127
1091,0,525-521-169,525-521,169
1091,0,525-521-525,525-521,525
1091,0,525-521-521,525-521,521
1092,1,541-542-169,541-542,169
1093,0,541-542-128,541-542,128
1094,1,541-542-128,541-542,128
1095,0,526-78-130,526-78,130
1095,0,526-78-526,526-78,526
1095,0,526-78-78,526-78,78
1096,1,526-78-526,526-78,526
1096,1,526-78-78,526-78,78
1096,1,526-78-130,526-78,130
1097,0,526-84-131,526-84,131
1097,0,526-84-526,526-84,526
1097,0,526-84-84,526-84,84
1098,1,526-84-526,526-84,526
1098,1,526-84-84,526-84,84
1098,1,526-84-131,526-84,131
1099,0,47-84-132,47-84,132
1099,0,47-84-47,47-84,47
1099,0,47-84-84,47-84,84
1100,1,47-84-47,47-84,47
1100,1,47-84-84,47-84,84
1100,1,47-84-132,47-84,132
1101,0,49-65-134,49-65,134
1101,0,49-65-49,49-65,49
1101,0,49-65-65,49-65,65
1102,1,49-65-49,49-65,49
1102,1,49-65-65,49-65,65
1102,1,49-65-134,49-65,134
1103,0,527-543-173,527-543,173
1103,0,527-543-527,527-543,527
1103,0,527-543-543,527-543,543
1104,0,528-57-543,528-57,543
1104,0,528-57-528,528-57,528
1104,0,528-57-57,528-57,57
1104,1,543-544-543,543-544,543
1104,1,543-544-544,543-544,544
1104,1,543-544-173,543-544,173
1106,1,545-96-545,545-96,545
1106,1,545-96-96,545-96,96
1106,1,545-96-543,545-96,543
1108,1,2-535-2,2-535,2
1108,1,2-535-535,2-535,535
1108,1,2-535-544,2-535,544
1109,0,103-529-198,103-529,198
1109,0,103-529-103,103-529,103
1109,0,103-529-529,103-529,529
1110,1,546-529-546,546-529,546
1110,1,546-529-529,546-529,529
1110,1,546-529-198,546-529,198
1110,0,43-58-529,43-58,529
1110,0,43-58-43,43-58,43
1110,0,43-58-58,43-58,58
1112,1,47-58-47,47-58,47
1112,1,47-58-58,47-58,58
1112,1,47-58-546,47-58,546
1114,1,547-522-547,547-522,547
1114,1,547-522-522,547-522,522
1114,1,547-522-529,547-522,529
1115,0,109-530-178,109-530,178
1115,0,109-530-109,109-530,109
1115,0,109-530-530,109-530,530
1116,0,11-88-530,11-88,530
1116,1,109-519-109,109-519,109
1116,1,109-519-519,109-519,519
1116,1,109-519-178,109-519,178
1117,0,11-88-519,11-88,519
1117,0,11-88-11,11-88,11
1117,0,11-88-88,11-88,88
